id,period,source_code,source_name,source_region,source_income,source_lending,source_G8G20,destination_code,destination_name,destination_region,destination_income,destination_lending,destination_G8G20,firm,firm_type,payment instrument,access point,speed actual,cc1 lcu amount,cc1 denomination amount,cc1 lcu code,cc1 lcu fee,cc1 lcu fx rate,cc1 fx margin,cc1 total cost %,cc2 lcu amount,cc2 denomination amount,cc2 lcu code,cc2 lcu fee,cc2 lcu fx rate,cc2 fx margin,cc2 total cost %,inter lcu bank fx,transparent,Standard Note,note2,receiving network coverage,pickup location,pickup method,date,corridor
620160691,2016_2Q,CRI,Costa Rica,Latin America & Caribbean,Upper middle income,IBRD,..,NIC,Nicaragua,Latin America & Caribbean,Lower middle income,IDA,..,MoneyGram,Money Transfer Operator,Debit/credit card,Internet,3-5 days,200,200,USD,8,1,0,4,500,500,USD,8,1,0,2,1,yes,Bank account payment,,High,Agent,Cash,11/May/2016,CRINIC
620160694,2016_2Q,CRI,Costa Rica,Latin America & Caribbean,Upper middle income,IBRD,..,NIC,Nicaragua,Latin America & Caribbean,Lower middle income,IDA,..,MoneyGram,Money Transfer Operator,Debit/credit card,Internet,Less than one hour,200,200,USD,15,1,0,8,500,500,USD,42,1,0,8,1,yes,,,High,Agent,Cash,11/May/2016,CRINIC
620160737,2016_2Q,CRI,Costa Rica,Latin America & Caribbean,Upper middle income,IBRD,..,NIC,Nicaragua,Latin America & Caribbean,Lower middle income,IDA,..,BAC San Jose,Bank,Bank account transfer,Internet,Next day,200,200,USD,5,1,0,3,500,500,USD,5,1,0,1,1,yes,,"In this corridor all RSPs send and pay out in USD.  At the point of collection, the money may be converted to the local currency  or paid out in USD. Remittance recipients may incur an additional cost (not shown here) if and when converting the USD to the local currency.",Low,,Bank account (same/partner bank),11/May/2016,CRINIC
620160738,2016_2Q,CRI,Costa Rica,Latin America & Caribbean,Upper middle income,IBRD,..,NIC,Nicaragua,Latin America & Caribbean,Lower middle income,IDA,..,BAC San Jose,Bank,"Bank account transfer,Cash",Bank branch,Next day,200,200,USD,10,1,0,5,500,500,USD,10,1,0,2,1,yes,,"In this corridor all RSPs send and pay out in USD.  At the point of collection, the money may be converted to the local currency  or paid out in USD. Remittance recipients may incur an additional cost (not shown here) if and when converting the USD to the local currency.",High,,Cash,11/May/2016,CRINIC
620160739,2016_2Q,CRI,Costa Rica,Latin America & Caribbean,Upper middle income,IBRD,..,NIC,Nicaragua,Latin America & Caribbean,Lower middle income,IDA,..,Citibank,Bank,"Bank account transfer,Cash",Bank branch,Next day,200,200,USD,3,1,0,2,500,500,USD,3,1,0,1,1,yes,,"In this corridor all RSPs send and pay out in USD.  At the point of collection, the money may be converted to the local currency  or paid out in USD. Remittance recipients may incur an additional cost (not shown here) if and when converting the USD to the local currency.",High,,Bank account,11/May/2016,CRINIC
620160740,2016_2Q,CRI,Costa Rica,Latin America & Caribbean,Upper middle income,IBRD,..,NIC,Nicaragua,Latin America & Caribbean,Lower middle income,IDA,..,Citibank,Bank,Bank account transfer,Internet,Same day,200,200,USD,3,1,0,2,500,500,USD,3,1,0,1,1,yes,,"In this corridor all RSPs send and pay out in USD.  At the point of collection, the money may be converted to the local currency  or paid out in USD. Remittance recipients may incur an additional cost (not shown here) if and when converting the USD to the local currency.",Low,,Bank account,11/May/2016,CRINIC
620160741,2016_2Q,CRI,Costa Rica,Latin America & Caribbean,Upper middle income,IBRD,..,NIC,Nicaragua,Latin America & Caribbean,Lower middle income,IDA,..,Giros Hispanas,Money Transfer Operator,Cash,Agent,Next day,200,200,USD,5,1,0,2,500,500,USD,11,1,0,2,1,yes,,"In this corridor all RSPs send and pay out in USD.  At the point of collection, the money may be converted to the local currency  or paid out in USD. Remittance recipients may incur an additional cost (not shown here) if and when converting the USD to the local currency.",High,Home delivery,Cash,11/May/2016,CRINIC
620160742,2016_2Q,CRI,Costa Rica,Latin America & Caribbean,Upper middle income,IBRD,..,NIC,Nicaragua,Latin America & Caribbean,Lower middle income,IDA,..,Giros Hispanas,Money Transfer Operator,Cash,Agent,Less than one hour,200,200,USD,5,1,0,2,500,500,USD,11,1,0,2,1,yes,,"In this corridor all RSPs send and pay out in USD.  At the point of collection, the money may be converted to the local currency  or paid out in USD. Remittance recipients may incur an additional cost (not shown here) if and when converting the USD to the local currency.",High,Agent,Cash,11/May/2016,CRINIC
620160743,2016_2Q,CRI,Costa Rica,Latin America & Caribbean,Upper middle income,IBRD,..,NIC,Nicaragua,Latin America & Caribbean,Lower middle income,IDA,..,MoneyGram,Money Transfer Operator,Cash,Agent,Less than one hour,200,200,USD,6,1,0,3,500,500,USD,13,1,0,3,1,yes,,"In this corridor all RSPs send and pay out in USD.  At the point of collection, the money may be converted to the local currency  or paid out in USD. Remittance recipients may incur an additional cost (not shown here) if and when converting the USD to the local currency.",High,Agent,Cash,11/May/2016,CRINIC
620160746,2016_2Q,CRI,Costa Rica,Latin America & Caribbean,Upper middle income,IBRD,..,NIC,Nicaragua,Latin America & Caribbean,Lower middle income,IDA,..,Teledolar,Money Transfer Operator,"Bank account transfer,Cash",Agent,Less than one hour,200,200,USD,6,1,0,3,500,500,USD,12,1,0,2,1,yes,,"In this corridor all RSPs send and pay out in USD.  At the point of collection, the money may be converted to the local currency  or paid out in USD. Remittance recipients may incur an additional cost (not shown here) if and when converting the USD to the local currency.",High,,Bank account,11/May/2016,CRINIC
620160747,2016_2Q,CRI,Costa Rica,Latin America & Caribbean,Upper middle income,IBRD,..,NIC,Nicaragua,Latin America & Caribbean,Lower middle income,IDA,..,Teledolar,Money Transfer Operator,Cash,Agent,Next day,200,200,USD,6,1,0,3,500,500,USD,12,1,0,2,1,yes,,"In this corridor all RSPs send and pay out in USD.  At the point of collection, the money may be converted to the local currency  or paid out in USD. Remittance recipients may incur an additional cost (not shown here) if and when converting the USD to the local currency.",High,Home delivery,Cash,11/May/2016,CRINIC
620160748,2016_2Q,CRI,Costa Rica,Latin America & Caribbean,Upper middle income,IBRD,..,NIC,Nicaragua,Latin America & Caribbean,Lower middle income,IDA,..,Western Union,Money Transfer Operator,Cash,Agent,Less than one hour,200,200,USD,6,1,0,3,500,500,USD,13,1,0,3,1,yes,,In this corridor all RSPs send CZK and payout in USD. Remittance recipients may incur an additional cost (not shown here) if and when converting USD to the local currency.,High,Agent,Cash,11/May/2016,CRINIC
620161174,2016_2Q,ESP,Spain,..,High income,..,..,HND,Honduras,Latin America & Caribbean,Lower middle income,IDA,..,Santander Envíos,Money Transfer Operator,Cash,Bank branch,Less than one hour,140,200,EUR,6,25,1,5,345,500,EUR,6,25,1,3,26,yes,,,Medium,,Cash,12/May/2016,ESPHND
620161175,2016_2Q,ESP,Spain,..,High income,..,..,HND,Honduras,Latin America & Caribbean,Lower middle income,IDA,..,BBVA Dinero Express,Money Transfer Operator,Cash,Bank branch,Less than one hour,140,200,EUR,5,25,4,8,345,500,EUR,5,25,4,5,26,yes,,,High,,Cash,12/May/2016,ESPHND
620161176,2016_2Q,ESP,Spain,..,High income,..,..,HND,Honduras,Latin America & Caribbean,Lower middle income,IDA,..,Europhil,Bank,Cash,Agent,Less than one hour,140,200,EUR,5,25,1,5,345,500,EUR,5,25,1,2,26,yes,,,High,Agent,Cash,12/May/2016,ESPHND
620161177,2016_2Q,ESP,Spain,..,High income,..,..,HND,Honduras,Latin America & Caribbean,Lower middle income,IDA,..,Telegiros,Money Transfer Operator,Cash,Agent,Less than one hour,140,200,EUR,6,26,0,5,345,500,EUR,6,26,0,2,26,yes,,,Medium,Agent,Cash,12/May/2016,ESPHND
620161178,2016_2Q,ESP,Spain,..,High income,..,..,HND,Honduras,Latin America & Caribbean,Lower middle income,IDA,..,Maccorp Exact Change,Money Transfer Operator,Cash,Agent,Less than one hour,140,200,EUR,6,25,4,8,345,500,EUR,6,25,4,5,26,yes,,,High,Agent,Cash,12/May/2016,ESPHND
620161179,2016_2Q,ESP,Spain,..,High income,..,..,HND,Honduras,Latin America & Caribbean,Lower middle income,IDA,..,MoneyGram,Money Transfer Operator,Cash,Agent,Less than one hour,140,200,EUR,5,25,4,7,345,500,EUR,5,25,4,5,26,yes,,,High,Agent,Cash,12/May/2016,ESPHND
620161180,2016_2Q,ESP,Spain,..,High income,..,..,HND,Honduras,Latin America & Caribbean,Lower middle income,IDA,..,Ria,Money Transfer Operator,Cash,Agent,Less than one hour,140,200,EUR,5,25,3,6,345,500,EUR,5,25,3,4,26,yes,,,High,Agent,Cash,12/May/2016,ESPHND
620161181,2016_2Q,ESP,Spain,..,High income,..,..,HND,Honduras,Latin America & Caribbean,Lower middle income,IDA,..,Western Union,Money Transfer Operator,Cash,Agent,Less than one hour,140,200,EUR,6,25,4,8,345,500,EUR,6,25,4,5,26,yes,,,High,Agent,Cash,12/May/2016,ESPHND
620163253,2016_2Q,USA,United States,..,High income,..,G8/G20,GTM,Guatemala,Latin America & Caribbean,Lower middle income,IBRD,..,Wells Fargo,Bank,Bank account transfer,"Bank branch,Internet",Same day,200,200,USD,5,8,2,4,500,500,USD,5,8,2,3,8,yes,,,High,Bank branch,Cash,12/May/2016,USAGTM
620163254,2016_2Q,USA,United States,..,High income,..,G8/G20,GTM,Guatemala,Latin America & Caribbean,Lower middle income,IBRD,..,Vigo,Money Transfer Operator,"Bank account transfer,Cash",Agent,Same day,200,200,USD,8,8,2,6,500,500,USD,8,8,2,3,8,yes,,"In this corridor all RSPs send and pay out in USD.  At the point of collection, the money may be converted to the local currency  or paid out in USD. Remittance recipients may incur an additional cost (not shown here) if and when converting the USD to the local currency.",High,,Bank account,12/May/2016,USAGTM
620163255,2016_2Q,USA,United States,..,High income,..,G8/G20,GTM,Guatemala,Latin America & Caribbean,Lower middle income,IBRD,..,Envios de Dinero G&T Continental,Bank,Cash,Agent,Less than one hour,200,200,USD,8,8,2,6,500,500,USD,8,8,2,3,8,yes,,,High,Agent,Cash,12/May/2016,USAGTM
620163256,2016_2Q,USA,United States,..,High income,..,G8/G20,GTM,Guatemala,Latin America & Caribbean,Lower middle income,IBRD,..,Casa de cambio Delgado,Money Transfer Operator,Cash,Agent,Less than one hour,200,200,USD,6,8,2,5,500,500,USD,15,8,2,5,8,yes,,,High,Agent,Cash,12/May/2016,USAGTM
620163257,2016_2Q,USA,United States,..,High income,..,G8/G20,GTM,Guatemala,Latin America & Caribbean,Lower middle income,IBRD,..,Banrural Corp.,Money Transfer Operator,Cash,Agent,Less than one hour,200,200,USD,10,8,2,7,500,500,USD,10,8,2,4,8,yes,,,High,Agent,Cash,12/May/2016,USAGTM
620163258,2016_2Q,USA,United States,..,High income,..,G8/G20,GTM,Guatemala,Latin America & Caribbean,Lower middle income,IBRD,..,Western Union,Money Transfer Operator,Cash,Agent,Same day,200,200,USD,8,8,2,6,500,500,USD,8,8,2,3,8,yes,,,High,Agent,Cash,12/May/2016,USAGTM
620163259,2016_2Q,USA,United States,..,High income,..,G8/G20,GTM,Guatemala,Latin America & Caribbean,Lower middle income,IBRD,..,Ria,Money Transfer Operator,Cash,Agent,Same day,200,200,USD,6,8,1,4,500,500,USD,8,8,1,2,8,yes,,,High,Agent,Cash,12/May/2016,USAGTM
620163260,2016_2Q,USA,United States,..,High income,..,G8/G20,GTM,Guatemala,Latin America & Caribbean,Lower middle income,IBRD,..,MoneyGram,Money Transfer Operator,Cash,Agent,Less than one hour,200,200,USD,10,8,1,6,500,500,USD,10,8,1,3,8,yes,,,High,Agent,Cash,12/May/2016,USAGTM
620163261,2016_2Q,USA,United States,..,High income,..,G8/G20,GTM,Guatemala,Latin America & Caribbean,Lower middle income,IBRD,..,MoneyGram,Money Transfer Operator,Debit/credit card,Internet,3-5 days,200,200,USD,5,8,1,3,500,500,USD,5,8,1,2,8,yes,Economy service,,High,Agent,Cash,12/May/2016,USAGTM
620163262,2016_2Q,USA,United States,..,High income,..,G8/G20,GTM,Guatemala,Latin America & Caribbean,Lower middle income,IBRD,..,Western Union,Money Transfer Operator,Bank account transfer,Internet,Same day,200,200,USD,10,8,2,7,500,500,USD,10,8,2,4,8,yes,,,High,Agent,Cash,12/May/2016,USAGTM
620163263,2016_2Q,USA,United States,..,High income,..,G8/G20,GTM,Guatemala,Latin America & Caribbean,Lower middle income,IBRD,..,MoneyGram,Money Transfer Operator,Debit/credit card,Internet,Same day,200,200,USD,10,8,1,6,500,500,USD,10,8,1,3,8,yes,,,High,Agent,Cash,12/May/2016,USAGTM
620163270,2016_2Q,USA,United States,..,High income,..,G8/G20,HND,Honduras,Latin America & Caribbean,Lower middle income,IDA,..,Dolex Dollar Express,Money Transfer Operator,Cash,Agent,Same day,200,200,USD,9,23,0,4,500,500,USD,12,23,0,2,23,yes,A negative exchange rate margin for this operator may be due to a promotion/special offer that the RSP had on at the time the information was collected.,,High,Agent,Cash,11/May/2016,USAHND
620163271,2016_2Q,USA,United States,..,High income,..,G8/G20,HND,Honduras,Latin America & Caribbean,Lower middle income,IDA,..,MoneyGram,Money Transfer Operator,Cash,Agent,Less than one hour,200,200,USD,10,23,0,5,500,500,USD,10,23,0,2,23,yes,A negative exchange rate margin for this operator may be due to a promotion/special offer that the RSP had on at the time the information was collected.,,High,Agent,Cash,11/May/2016,USAHND
620163272,2016_2Q,USA,United States,..,High income,..,G8/G20,HND,Honduras,Latin America & Caribbean,Lower middle income,IDA,..,Western Union,Money Transfer Operator,Cash,Agent,Less than one hour,200,200,USD,8,23,0,4,500,500,USD,8,23,0,1,23,yes,A negative exchange rate margin for this operator may be due to a promotion/special offer that the RSP had on at the time the information was collected.,,High,Agent,Cash,11/May/2016,USAHND
620163273,2016_2Q,USA,United States,..,High income,..,G8/G20,HND,Honduras,Latin America & Caribbean,Lower middle income,IDA,..,Ficohsa Express,Money Transfer Operator,"Bank account transfer,Cash",Agent,Less than one hour,200,200,USD,6,23,0,3,500,500,USD,10,23,0,2,23,yes,A negative exchange rate margin for this operator may be due to a promotion/special offer that the RSP had on at the time the information was collected.,"This RSP sends USD in this corridor. At the point of collection, the money may be converted to the local currency or paid out in USD. Remittance recipients may incur an additional cost (not shown here) if and when converting the USD to the local currency.",High,,Bank account,11/May/2016,USAHND
620163274,2016_2Q,USA,United States,..,High income,..,G8/G20,HND,Honduras,Latin America & Caribbean,Lower middle income,IDA,..,MoneyGram,Money Transfer Operator,Debit/credit card,Internet,Less than one hour,200,200,USD,10,23,0,5,500,500,USD,10,23,0,2,23,yes,Card payment,,High,Agent,Cash,11/May/2016,USAHND
620163275,2016_2Q,USA,United States,..,High income,..,G8/G20,HND,Honduras,Latin America & Caribbean,Lower middle income,IDA,..,Western Union,Money Transfer Operator,Bank account transfer,Internet,Less than one hour,200,200,USD,10,23,0,5,500,500,USD,10,23,0,2,23,yes,A negative exchange rate margin for this operator may be due to a promotion/special offer that the RSP had on at the time the information was collected.,,High,Agent,Cash,11/May/2016,USAHND
620163320,2016_2Q,USA,United States,..,High income,..,G8/G20,MEX,Mexico,Latin America & Caribbean,Upper middle income,IBRD,G20,Delgado Travel,Bank,"Bank account transfer,Cash",Agent,Less than one hour,200,200,USD,7,18,1,5,500,500,USD,8,18,1,3,18,yes,,,High,,Bank account,11/May/2016,USAMEX
620163321,2016_2Q,USA,United States,..,High income,..,G8/G20,MEX,Mexico,Latin America & Caribbean,Upper middle income,IBRD,G20,Ria,Money Transfer Operator,Cash,Agent,Less than one hour,200,200,USD,4,18,2,4,500,500,USD,4,18,2,3,18,yes,,,High,,Bank account,11/May/2016,USAMEX
620163322,2016_2Q,USA,United States,..,High income,..,G8/G20,MEX,Mexico,Latin America & Caribbean,Upper middle income,IBRD,G20,Orlandi Valuta,Money Transfer Operator,Cash,Agent,Less than one hour,200,200,USD,10,18,-1,4,500,500,USD,10,18,-1,1,18,yes,A negative exchange rate margin for this operator may be due to a promotion/special offer that the RSP had on at the time the information was collected.,,High,Agent,Cash,11/May/2016,USAMEX
620163323,2016_2Q,USA,United States,..,High income,..,G8/G20,MEX,Mexico,Latin America & Caribbean,Upper middle income,IBRD,G20,Sigue Money Transfers,Money Transfer Operator,"Bank account transfer,Cash",Agent,Less than one hour,200,200,USD,10,18,-1,4,500,500,USD,10,18,-1,1,18,yes,A negative exchange rate margin for this operator may be due to a promotion/special offer that the RSP had on at the time the information was collected.,via MobiDram,High,,Bank account,11/May/2016,USAMEX
620163324,2016_2Q,USA,United States,..,High income,..,G8/G20,MEX,Mexico,Latin America & Caribbean,Upper middle income,IBRD,G20,Western Union,Money Transfer Operator,Cash,Agent,Less than one hour,200,200,USD,8,18,1,5,500,500,USD,8,18,1,3,18,yes,,,High,Agent,Cash,11/May/2016,USAMEX
620163325,2016_2Q,USA,United States,..,High income,..,G8/G20,MEX,Mexico,Latin America & Caribbean,Upper middle income,IBRD,G20,MoneyGram,Money Transfer Operator,Debit/credit card,Internet,Less than one hour,200,200,USD,5,18,2,5,500,500,USD,7,18,2,4,18,yes,Card payment,,High,Agent,Cash,11/May/2016,USAMEX
620163326,2016_2Q,USA,United States,..,High income,..,G8/G20,MEX,Mexico,Latin America & Caribbean,Upper middle income,IBRD,G20,Citibank,Bank,Bank account transfer,Internet,2 days,200,200,USD,0,16,12,12,500,500,USD,0,16,12,12,18,yes,,,Low,,Bank account (same/partner bank),11/May/2016,USAMEX
620163327,2016_2Q,USA,United States,..,High income,..,G8/G20,MEX,Mexico,Latin America & Caribbean,Upper middle income,IBRD,G20,Western Union,Money Transfer Operator,Bank account transfer,Internet,Less than one hour,200,200,USD,5,17,3,5,500,500,USD,7,17,3,4,18,yes,Card payment,,High,Agent,Cash,11/May/2016,USAMEX
620163330,2016_2Q,USA,United States,..,High income,..,G8/G20,NIC,Nicaragua,Latin America & Caribbean,Lower middle income,IDA,..,Xoom,Money Transfer Operator,Bank account transfer,Internet,Less than one hour,200,200,USD,8,1,0,4,500,500,USD,11,1,0,2,1,yes,Bank account payment,,Low,,Bank account,12/May/2016,USANIC
620163331,2016_2Q,USA,United States,..,High income,..,G8/G20,NIC,Nicaragua,Latin America & Caribbean,Lower middle income,IDA,..,Vigo,Money Transfer Operator,Cash,Agent,Less than one hour,200,200,USD,8,1,0,4,500,500,USD,8,1,0,2,1,yes,"In this corridor all RSPs send and pay out in USD.  At the point of collection, the money may be converted to the local currency  or paid out in USD. Remittance recipients may incur an additional cost (not shown here) if and when converting the USD to the local currency.",,High,Agent,Cash,12/May/2016,USANIC
620163332,2016_2Q,USA,United States,..,High income,..,G8/G20,NIC,Nicaragua,Latin America & Caribbean,Lower middle income,IDA,..,Alante Financial,Money Transfer Operator,Cash,Agent,Less than one hour,200,200,USD,8,1,0,4,500,500,USD,10,1,0,2,1,yes,"In this corridor all RSPs send and pay out in USD.  At the point of collection, the money may be converted to the local currency  or paid out in USD. Remittance recipients may incur an additional cost (not shown here) if and when converting the USD to the local currency.",,High,Agent,Cash,12/May/2016,USANIC
620163333,2016_2Q,USA,United States,..,High income,..,G8/G20,NIC,Nicaragua,Latin America & Caribbean,Lower middle income,IDA,..,Sigue Money Transfers,Money Transfer Operator,Cash,Agent,Less than one hour,200,200,USD,9,1,0,5,500,500,USD,10,1,0,2,1,yes,"In this corridor all RSPs send and pay out in USD.  At the point of collection, the money may be converted to the local currency  or paid out in USD. Remittance recipients may incur an additional cost (not shown here) if and when converting the USD to the local currency.",,High,Agent,Cash,12/May/2016,USANIC
620163334,2016_2Q,USA,United States,..,High income,..,G8/G20,NIC,Nicaragua,Latin America & Caribbean,Lower middle income,IDA,..,MoneyGram,Money Transfer Operator,Cash,Agent,Less than one hour,200,200,USD,10,1,0,5,500,500,USD,10,1,0,2,1,yes,"In this corridor all RSPs send and pay out in USD.  At the point of collection, the money may be converted to the local currency  or paid out in USD. Remittance recipients may incur an additional cost (not shown here) if and when converting the USD to the local currency.",,High,Agent,Cash,12/May/2016,USANIC
620163335,2016_2Q,USA,United States,..,High income,..,G8/G20,NIC,Nicaragua,Latin America & Caribbean,Lower middle income,IDA,..,Western Union,Money Transfer Operator,Bank account transfer,Internet,3-5 days,200,200,USD,8,1,0,4,500,500,USD,8,1,0,2,1,yes,"In this corridor all RSPs send and pay out in USD.  At the point of collection, the money may be converted to the local currency  or paid out in USD. Remittance recipients may incur an additional cost (not shown here) if and when converting the USD to the local currency.",,High,Agent,Cash,12/May/2016,USANIC
620163336,2016_2Q,USA,United States,..,High income,..,G8/G20,NIC,Nicaragua,Latin America & Caribbean,Lower middle income,IDA,..,Envios 22-24,Money Transfer Operator,Cash,Agent,Same day,200,200,USD,8,1,0,4,500,500,USD,8,1,0,2,1,yes,"In this corridor all RSPs send and pay out in USD.  At the point of collection, the money may be converted to the local currency  or paid out in USD. Remittance recipients may incur an additional cost (not shown here) if and when converting the USD to the local currency.",,Medium,Agent,Cash,12/May/2016,USANIC
620163337,2016_2Q,USA,United States,..,High income,..,G8/G20,NIC,Nicaragua,Latin America & Caribbean,Lower middle income,IDA,..,MoneyGram,Money Transfer Operator,Bank account transfer,Internet,3-5 days,200,200,USD,8,1,0,4,500,500,USD,8,1,0,2,1,yes,Economy service,,High,Agent,Cash,12/May/2016,USANIC
620163338,2016_2Q,USA,United States,..,High income,..,G8/G20,NIC,Nicaragua,Latin America & Caribbean,Lower middle income,IDA,..,MoneyGram,Money Transfer Operator,Debit/credit card,Internet,Less than one hour,200,200,USD,15,1,0,8,500,500,USD,42,1,0,8,1,yes,"In this corridor all RSPs send and pay out in USD.  At the point of collection, the money may be converted to the local currency  or paid out in USD. Remittance recipients may incur an additional cost (not shown here) if and when converting the USD to the local currency.",,High,Agent,Cash,12/May/2016,USANIC
620163339,2016_2Q,USA,United States,..,High income,..,G8/G20,NIC,Nicaragua,Latin America & Caribbean,Lower middle income,IDA,..,Western Union,Money Transfer Operator,Bank account transfer,Internet,Less than one hour,200,200,USD,15,1,0,8,500,500,USD,42,1,0,8,1,yes,"In this corridor all RSPs send and pay out in USD.  At the point of collection, the money may be converted to the local currency  or paid out in USD. Remittance recipients may incur an additional cost (not shown here) if and when converting the USD to the local currency.",,High,Agent,Cash,12/May/2016,USANIC
620163368,2016_2Q,USA,United States,..,High income,..,G8/G20,SLV,El Salvador,Latin America & Caribbean,Lower middle income,IBRD,..,Wells Fargo,Bank,Bank account transfer,"Bank branch,Call Center",Same day,200,200,USD,7,1,0,4,500,500,USD,7,1,0,1,1,yes,In this corridor all RSPs send and payout in USD. El Salvador has officially adopted the USD as its currency.,,High,,Bank account,13/May/2016,USASLV
620163369,2016_2Q,USA,United States,..,High income,..,G8/G20,SLV,El Salvador,Latin America & Caribbean,Lower middle income,IBRD,..,Casa de cambio Delgado,Money Transfer Operator,"Bank account transfer,Cash",Agent,Less than one hour,200,200,USD,6,1,0,3,500,500,USD,8,1,0,2,1,yes,In this corridor all RSPs send and payout in USD. El Salvador has officially adopted the USD as its currency.,,High,,Bank account,13/May/2016,USASLV
620163370,2016_2Q,USA,United States,..,High income,..,G8/G20,SLV,El Salvador,Latin America & Caribbean,Lower middle income,IBRD,..,Alante Financial,Money Transfer Operator,"Bank account transfer,Cash",Agent,Less than one hour,200,200,USD,8,1,0,4,500,500,USD,8,1,0,2,1,yes,In this corridor all RSPs send and payout in USD. El Salvador has officially adopted the USD as its currency.,,High,,Bank account,13/May/2016,USASLV
620163371,2016_2Q,USA,United States,..,High income,..,G8/G20,SLV,El Salvador,Latin America & Caribbean,Lower middle income,IBRD,..,Vigo,Money Transfer Operator,Cash,Agent,Same day,200,200,USD,8,1,0,4,500,500,USD,8,1,0,2,1,yes,In this corridor all RSPs send and payout in USD. El Salvador has officially adopted the USD as its currency.,Service for members,High,Agent,Cash,13/May/2016,USASLV
620163372,2016_2Q,USA,United States,..,High income,..,G8/G20,SLV,El Salvador,Latin America & Caribbean,Lower middle income,IBRD,..,MoneyGram,Money Transfer Operator,Cash,Agent,Less than one hour,200,200,USD,10,1,0,5,500,500,USD,10,1,0,2,1,yes,In this corridor all RSPs send and payout in USD. El Salvador has officially adopted the USD as its currency.,,High,,Bank account,13/May/2016,USASLV
620163373,2016_2Q,USA,United States,..,High income,..,G8/G20,SLV,El Salvador,Latin America & Caribbean,Lower middle income,IBRD,..,La Nacional,Money Transfer Operator,Cash,Bank branch,Less than one hour,200,200,USD,10,1,0,5,500,500,USD,10,1,0,2,1,yes,In this corridor all RSPs send and payout in USD. El Salvador has officially adopted the USD as its currency.,,High,Bank branch,Cash,13/May/2016,USASLV
620163374,2016_2Q,USA,United States,..,High income,..,G8/G20,SLV,El Salvador,Latin America & Caribbean,Lower middle income,IBRD,..,Western Union,Money Transfer Operator,Cash,Agent,Less than one hour,200,200,USD,8,1,0,4,500,500,USD,8,1,0,2,1,yes,In this corridor all RSPs send and payout in USD. El Salvador has officially adopted the USD as its currency.,Economy service,High,Agent,Cash,13/May/2016,USASLV
620163375,2016_2Q,USA,United States,..,High income,..,G8/G20,SLV,El Salvador,Latin America & Caribbean,Lower middle income,IBRD,..,MoneyGram,Money Transfer Operator,Bank account transfer,Internet,Same day,200,200,USD,8,1,0,4,500,500,USD,11,1,0,2,1,yes,Bank account payment,,High,Agent,Cash,13/May/2016,USASLV
620163376,2016_2Q,USA,United States,..,High income,..,G8/G20,SLV,El Salvador,Latin America & Caribbean,Lower middle income,IBRD,..,MoneyGram,Money Transfer Operator,Debit/credit card,Internet,Less than one hour,200,200,USD,10,1,0,5,500,500,USD,10,1,0,2,1,yes,Card payment,,High,Agent,Cash,13/May/2016,USASLV
620163377,2016_2Q,USA,United States,..,High income,..,G8/G20,SLV,El Salvador,Latin America & Caribbean,Lower middle income,IBRD,..,Western Union,Money Transfer Operator,Debit/credit card,Agent,Less than one hour,200,200,USD,10,1,0,5,500,500,USD,10,1,0,2,1,yes,Card payment,,High,Agent,Cash,13/May/2016,USASLV
620163408,2016_2Q,USA,United States,..,High income,..,G8/G20,GTM,Guatemala,Latin America & Caribbean,Lower middle income,IBRD,..,Xoom,Money Transfer Operator,Bank account transfer,Internet,Less than one hour,200,200,USD,5,7,2,4,500,500,USD,5,7,2,3,8,yes,Bank account payment,,High,Agent,Cash,12/May/2016,USAGTM
620163409,2016_2Q,USA,United States,..,High income,..,G8/G20,GTM,Guatemala,Latin America & Caribbean,Lower middle income,IBRD,..,Xoom,Money Transfer Operator,Debit/credit card,Internet,Less than one hour,200,200,USD,7,7,2,5,500,500,USD,11,7,2,4,8,yes,Card payment,,High,Agent,Cash,12/May/2016,USAGTM
620163410,2016_2Q,USA,United States,..,High income,..,G8/G20,HND,Honduras,Latin America & Caribbean,Lower middle income,IDA,..,Xoom,Money Transfer Operator,"Bank account transfer,Debit/credit card",Internet,Less than one hour,200,200,USD,8,23,0,4,500,500,USD,11,22,2,5,23,yes,Card payment,,High,Agent,Cash,11/May/2016,USAHND
620163417,2016_2Q,USA,United States,..,High income,..,G8/G20,MEX,Mexico,Latin America & Caribbean,Upper middle income,IBRD,G20,MoneyGram,Money Transfer Operator,Cash,Agent,Less than one hour,200,200,USD,10,18,2,7,500,500,USD,10,18,2,4,18,yes,,,High,,Bank account,11/May/2016,USAMEX
620163418,2016_2Q,USA,United States,..,High income,..,G8/G20,MEX,Mexico,Latin America & Caribbean,Upper middle income,IBRD,G20,Vigo,Money Transfer Operator,Cash,Agent,Less than one hour,200,200,USD,10,18,-1,4,500,500,USD,10,18,-1,1,18,yes,A negative exchange rate margin for this operator may be due to a promotion/special offer that the RSP had on at the time the information was collected.,,High,Agent,Cash,11/May/2016,USAMEX
620163419,2016_2Q,USA,United States,..,High income,..,G8/G20,MEX,Mexico,Latin America & Caribbean,Upper middle income,IBRD,G20,Wells Fargo,Bank,Bank account transfer,"Bank branch,Call Center",Next day,200,200,USD,5,18,2,5,500,500,USD,5,18,2,3,18,yes,,,High,,Bank account,11/May/2016,USAMEX
